Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact,Occupation,Gender,ProductPitched,MaritalStatus,Designation
42,1,13,3,4,5,4,1,4,1,2,23399,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
47,3,16,4,5,3,3,0,5,1,3,28297,Self Enquiry,Small Business,Male,Standard,Unmarried,Senior Manager
50,1,13,3,5,3,4,1,5,1,1,32644,Self Enquiry,Salaried,Female,Super Deluxe,Married,AVP
57,1,30,2,1,3,4,1,4,1,0,24439,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
44,1,9,2,3,5,5,0,5,1,1,17362,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
41,1,21,3,5,3,3,0,3,1,2,38304,Self Enquiry,Small Business,Male,King,Single,VP
46,3,9,4,4,3,6,0,1,1,3,23832,Company Invited,Salaried,Female,Deluxe,Married,Manager
44,1,28,4,4,3,2,0,4,1,3,20936,Company Invited,Small Business,Male,Basic,Married,Executive
29,1,36,4,6,4,3,0,1,1,3,25227,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
36,1,23,3,3,4,2,0,3,1,2,21104,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
20,1,16,3,4,5,3,0,3,0,2,21230,Self Enquiry,Salaried,Male,Basic,Single,Executive
35,1,15,3,4,4,1,0,1,0,1,21540,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
43,1,9,3,4,3,3,0,1,0,1,22767,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
33,3,26,4,6,3,5,0,3,1,3,28288,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
28,1,6,2,3,3,1,1,4,0,0,17154,Company Invited,Small Business,Male,Basic,Single,Executive
31,3,14,2,3,3,2,0,3,1,0,25793,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
26,1,14,4,5,3,3,0,1,0,3,21567,Self Enquiry,Small Business,Male,Basic,Married,Executive
39,1,16,4,4,5,6,0,3,0,3,25571,Company Invited,Salaried,Male,Deluxe,Married,Manager
23,1,6,2,3,3,2,0,4,0,1,16223,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
54,3,15,4,4,3,7,0,3,1,1,30514,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
33,3,14,2,3,3,1,0,1,0,0,22104,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
52,1,31,2,4,3,4,0,5,0,1,28826,Company Invited,Small Business,Female,Super Deluxe,Married,AVP
40,1,16,2,1,3,4,1,3,0,1,17213,Self Enquiry,Salaried,Female,Basic,Married,Executive
37,1,7,2,4,3,2,0,1,0,0,21474,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
31,1,7,4,4,4,2,1,4,1,3,22257,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
31,1,17,2,3,3,4,1,3,0,0,17356,Self Enquiry,Salaried,Male,Basic,Married,Executive
47,1,8,3,3,3,6,0,2,0,1,20070,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
26,2,31,3,3,3,2,0,4,1,1,17942,Self Enquiry,Salaried,Female,Basic,Married,Executive
20,1,17,4,5,4,3,1,5,1,2,20537,Company Invited,Small Business,Female,Basic,Single,Executive
30,3,30,3,5,5,3,0,3,1,2,26014,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
45,1,31,3,6,3,4,0,3,0,2,22386,Company Invited,Small Business,Male,Basic,Unmarried,Executive
31,1,16,4,4,5,3,0,1,1,2,21750,Company Invited,Small Business,Male,Deluxe,Married,Manager
31,2,14,3,1,4,1,0,1,0,2,17109,Self Enquiry,Small Business,Female,Basic,Single,Executive
30,1,30,3,2,3,3,0,2,1,2,21378,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
36,3,25,4,4,5,3,0,4,1,1,27747,Company Invited,Salaried,Male,Standard,Divorced,Senior Manager
28,1,13,4,5,3,2,0,2,1,2,20865,Self Enquiry,Small Business,Female,Basic,Married,Executive
37,1,33,4,4,3,8,0,3,1,1,24025,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
19,3,6,3,5,5,1,0,3,1,0,17325,Company Invited,Large Business,Female,Basic,Single,Executive
33,1,10,2,4,4,7,0,4,0,0,17622,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
32,3,20,4,5,5,7,1,1,1,1,20980,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
33,1,36,4,4,3,2,0,3,1,3,22703,Company Invited,Small Business,Female,Basic,Unmarried,Executive
52,1,14,2,3,5,1,0,1,1,1,17950,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
52,1,18,3,5,4,5,0,1,0,2,31820,Self Enquiry,Large Business,Female,Super Deluxe,Single,AVP
47,1,9,3,4,3,4,0,2,1,1,26057,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
48,3,35,3,3,3,4,0,4,0,1,27504,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
46,1,7,4,4,3,5,0,5,1,1,20948,Self Enquiry,Small Business,Female,Basic,Married,Executive
35,3,30,4,4,3,2,0,5,1,2,23246,Company Invited,Small Business,Male,Deluxe,Unmarried,Manager
44,1,16,2,3,3,3,1,3,1,1,21465,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
41,3,12,3,5,5,7,1,5,0,2,29153,Company Invited,Salaried,Male,Standard,Divorced,Senior Manager
46,1,30,3,4,5,3,1,1,1,1,22311,Company Invited,Salaried,Male,Deluxe,Married,Manager
39,1,7,3,4,5,5,0,1,0,2,21297,Self Enquiry,Salaried,Female,Basic,Unmarried,Executive
30,3,32,2,4,5,6,0,2,0,1,21696,Company Invited,Small Business,Female,Deluxe,Unmarried,Manager
43,1,9,3,5,5,2,1,4,1,1,21271,Self Enquiry,Small Business,Female,Basic,Married,Executive
28,3,16,3,4,3,3,0,1,0,2,22783,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
60,1,13,2,3,5,6,0,5,0,0,34566,Self Enquiry,Salaried,Female,King,Divorced,VP
32,1,27,4,4,3,5,0,3,1,1,28502,Company Invited,Salaried,Male,Standard,Divorced,Senior Manager
27,1,16,2,3,5,2,0,3,1,0,23793,Company Invited,Salaried,Male,Standard,Married,Senior Manager
29,1,7,4,6,4,2,1,1,1,3,20894,Self Enquiry,Salaried,Female,Basic,Single,Executive
23,1,12,3,3,4,3,1,4,0,1,21006,Self Enquiry,Salaried,Male,Basic,Married,Executive
39,3,9,3,4,5,5,0,4,0,2,25571,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
