Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact,Occupation,Gender,ProductPitched,MaritalStatus,Designation
31,1,17,3,3,5,2,1,2,0,2,21833,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
31,1,8,2,3,3,1,1,4,1,1,17695,Self Enquiry,Salaried,Male,Basic,Married,Executive
37,1,13,4,2,5,5,1,4,1,2,24240,Company Invited,Salaried,Male,Deluxe,Married,Manager
24,1,15,2,4,4,2,0,5,0,1,17694,Company Invited,Salaried,Male,Basic,Married,Executive
37,3,8,3,3,3,5,1,3,0,1,24602,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
28,1,6,3,5,4,1,1,1,1,2,17216,Self Enquiry,Salaried,Female,Basic,Single,Executive
36,1,15,3,4,3,3,0,5,1,2,22826,Company Invited,Salaried,Female,Deluxe,Married,Manager
36,1,9,3,1,5,7,0,1,1,2,21842,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
32,1,18,3,4,3,5,1,3,0,1,21034,Self Enquiry,Salaried,Male,Basic,Married,Executive
30,1,28,3,2,5,3,0,5,1,2,28658,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
40,2,9,3,5,3,2,0,3,0,1,23882,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
51,3,19,4,4,3,6,0,5,0,1,27886,Company Invited,Small Business,Fe Male,Standard,Unmarried,Senior Manager
56,1,15,3,4,3,4,1,3,1,2,33434,Self Enquiry,Small Business,Female,Super Deluxe,Married,AVP
30,3,10,3,4,4,2,1,3,1,0,20209,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
45,1,7,3,4,3,8,1,4,0,2,21114,Self Enquiry,Small Business,Male,Basic,Single,Executive
38,3,7,3,6,3,3,0,1,0,2,28203,Company Invited,Small Business,Male,Deluxe,Married,Manager
38,3,7,3,5,3,7,0,2,1,2,29287,Self Enquiry,Salaried,Male,Standard,Divorced,Senior Manager
44,1,9,4,3,3,3,0,2,0,2,21323,Self Enquiry,Small Business,Female,Basic,Married,Executive
32,3,14,2,1,3,2,0,5,0,0,21209,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
35,1,14,2,2,3,2,0,5,1,1,17269,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
30,3,35,2,3,4,4,0,4,0,1,24250,Self Enquiry,Large Business,Male,Standard,Married,Senior Manager
52,2,12,3,4,4,3,1,3,1,2,32704,Self Enquiry,Salaried,Male,Super Deluxe,Married,AVP
33,1,6,3,4,5,4,1,4,0,0,17799,Self Enquiry,Salaried,Male,Basic,Single,Executive
42,3,7,4,4,3,2,1,4,0,3,24671,Self Enquiry,Salaried,Fe Male,Deluxe,Unmarried,Manager
29,1,7,3,4,3,2,1,4,0,1,20832,Company Invited,Small Business,Male,Basic,Single,Executive
34,1,9,3,4,5,2,0,3,1,2,21385,Self Enquiry,Salaried,Female,Basic,Married,Executive
28,1,21,3,4,5,3,1,4,1,1,20913,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
21,1,9,3,4,3,2,0,5,1,2,18230,Self Enquiry,Small Business,Male,Basic,Single,Executive
26,3,11,1,4,3,1,0,1,0,0,17966,Self Enquiry,Salaried,Female,Basic,Single,Executive
42,1,16,2,3,3,4,0,4,1,0,17936,Company Invited,Large Business,Male,Basic,Married,Executive
46,1,24,2,3,3,6,0,3,1,0,25527,Company Invited,Small Business,Female,Standard,Divorced,Senior Manager
42,3,10,2,3,5,1,0,5,1,1,20155,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
27,1,24,4,6,3,3,0,3,0,3,20983,Self Enquiry,Small Business,Male,Basic,Married,Executive
36,3,16,2,3,3,2,0,2,1,1,24980,Company Invited,Small Business,Male,Standard,Unmarried,Senior Manager
31,1,30,1,3,3,3,0,1,1,0,20238,Company Invited,Large Business,Female,Deluxe,Single,Manager
48,1,7,4,4,3,2,0,3,1,1,22098,Self Enquiry,Large Business,Male,Basic,Divorced,Executive
59,1,14,3,5,5,2,1,4,1,1,28686,Self Enquiry,Small Business,Female,Standard,Divorced,Senior Manager
29,1,21,2,3,3,2,0,3,1,1,17340,Self Enquiry,Salaried,Male,Basic,Single,Executive
29,1,35,3,5,3,1,0,5,1,2,21384,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
48,3,16,3,6,3,2,0,5,1,2,31614,Company Invited,Salaried,Male,Super Deluxe,Married,AVP
50,1,8,3,3,3,6,0,2,0,1,32639,Self Enquiry,Small Business,Male,Super Deluxe,Divorced,AVP
51,1,17,4,5,3,8,0,5,1,2,29174,Self Enquiry,Large Business,Male,Standard,Single,Senior Manager
31,3,13,3,1,3,5,0,1,1,1,21929,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
47,1,25,3,4,3,4,0,5,1,2,23488,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
22,1,12,3,3,3,1,0,1,1,1,17773,Self Enquiry,Small Business,Male,Basic,Married,Executive
50,3,18,3,3,3,5,0,5,1,2,24208,Company Invited,Small Business,Fe Male,Standard,Unmarried,Senior Manager
36,1,9,3,4,4,7,0,2,1,1,23103,Company Invited,Small Business,Female,Deluxe,Unmarried,Manager
26,1,12,3,3,3,2,1,1,0,1,17659,Self Enquiry,Salaried,Female,Basic,Married,Executive
41,1,17,3,2,3,5,1,3,0,2,20891,Self Enquiry,Salaried,Female,Basic,Married,Executive
31,3,12,3,5,3,5,1,3,0,2,21172,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
20,1,10,2,3,5,2,0,3,1,0,17973,Self Enquiry,Large Business,Male,Basic,Single,Executive
58,1,29,3,3,3,2,0,3,1,0,25312,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
37,2,15,4,5,5,2,0,1,0,2,21020,Self Enquiry,Salaried,Male,Basic,Married,Executive
45,1,16,4,4,5,3,1,3,1,1,21237,Self Enquiry,Salaried,Male,Basic,Married,Executive
37,1,12,3,5,5,2,1,1,1,2,22097,Self Enquiry,Salaried,Female,Basic,Married,Executive
35,1,17,4,5,3,3,0,4,1,2,23741,Company Invited,Large Business,Male,Deluxe,Married,Manager
37,2,12,3,3,5,5,1,2,1,0,17073,Self Enquiry,Salaried,Male,Basic,Married,Executive
44,1,13,2,4,3,4,0,4,0,0,25248,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
34,2,15,2,3,3,2,0,1,1,0,17742,Self Enquiry,Large Business,Female,Basic,Divorced,Executive
54,1,7,2,3,3,1,0,5,0,1,25502,Company Invited,Salaried,Female,Standard,Married,Senior Manager
31,3,12,2,5,3,3,0,2,0,1,24796,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
26,3,17,3,4,3,2,0,2,0,2,23628,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
20,2,9,3,5,3,3,0,3,0,1,21242,Self Enquiry,Large Business,Male,Basic,Single,Executive
37,1,25,4,4,3,3,0,3,1,3,20831,Company Invited,Small Business,Female,Basic,Single,Executive
27,1,9,3,4,3,2,1,2,0,2,17566,Company Invited,Small Business,Male,Basic,Married,Executive
40,1,8,3,3,3,3,0,1,1,1,17001,Self Enquiry,Small Business,Female,Basic,Married,Executive
49,1,6,2,3,3,5,0,3,1,0,30379,Self Enquiry,Salaried,Male,Super Deluxe,Single,AVP
32,1,8,2,3,4,1,0,4,0,1,20470,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
57,1,6,3,1,3,1,0,3,1,2,19900,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
26,3,34,3,3,4,2,0,3,0,0,21272,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
30,1,6,2,4,3,2,1,1,1,1,20126,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
42,1,8,2,3,3,6,1,2,0,1,17515,Company Invited,Small Business,Male,Basic,Single,Executive
31,1,9,4,4,4,3,0,3,0,1,30594,Self Enquiry,Salaried,Male,Basic,Single,Executive
28,1,7,4,4,5,3,0,4,1,3,26090,Self Enquiry,Salaried,Female,Standard,Divorced,Senior Manager
24,3,9,4,4,5,5,0,3,1,2,21000,Self Enquiry,Large Business,Male,Basic,Married,Executive
27,3,15,3,5,5,8,0,3,1,2,24004,Self Enquiry,Large Business,Male,Deluxe,Unmarried,Manager
36,3,34,3,4,3,3,1,5,0,1,24491,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
38,1,26,4,4,4,6,0,4,1,2,21700,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
28,1,14,3,3,3,2,0,4,1,1,18310,Self Enquiry,Salaried,Female,Basic,Single,Executive
45,1,11,2,5,5,2,1,3,1,0,20769,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
35,3,13,3,3,3,2,0,3,1,0,17404,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
45,1,36,3,4,3,3,0,5,1,2,23219,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
40,1,13,4,4,5,2,1,2,1,2,21082,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
39,1,12,3,3,5,1,1,1,1,1,17404,Self Enquiry,Small Business,Male,Basic,Married,Executive
29,1,13,3,5,3,3,1,4,1,2,21381,Company Invited,Salaried,Male,Basic,Married,Executive
34,1,12,4,4,4,8,0,3,1,2,30556,Company Invited,Salaried,Female,Standard,Married,Senior Manager
33,3,33,4,4,3,2,0,4,1,2,23143,Company Invited,Small Business,Male,Deluxe,Married,Manager
28,1,8,3,4,4,1,0,2,0,2,18201,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
41,3,12,3,3,3,4,1,2,0,1,28591,Self Enquiry,Salaried,Fe Male,Standard,Single,Senior Manager
39,3,7,3,4,4,2,0,4,1,2,23118,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
37,1,25,3,3,4,5,0,4,1,1,18022,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
28,1,15,3,6,3,3,0,1,1,2,23299,Company Invited,Salaried,Male,Basic,Married,Executive
27,1,10,3,3,3,2,0,4,1,1,17517,Self Enquiry,Salaried,Male,Basic,Married,Executive
54,2,32,1,2,3,3,1,3,1,0,32328,Company Invited,Salaried,Female,Super Deluxe,Single,AVP
26,1,16,3,4,5,5,0,1,1,1,20774,Self Enquiry,Salaried,Male,Basic,Single,Executive
45,1,13,2,3,5,3,0,3,0,0,24724,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
39,3,23,3,4,4,4,0,1,0,1,22876,Self Enquiry,Salaried,Female,Deluxe,Unmarried,Manager
57,1,15,4,4,5,6,1,4,1,2,22935,Self Enquiry,Salaried,Female,Basic,Married,Executive
22,3,7,4,5,4,3,1,5,1,3,20852,Company Invited,Large Business,Female,Basic,Single,Executive
38,1,14,2,4,3,6,0,1,0,1,32342,Self Enquiry,Small Business,Male,Standard,Single,Senior Manager
37,3,24,3,5,4,4,0,4,1,1,24185,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
20,1,5,2,4,3,2,0,3,0,0,18033,Self Enquiry,Salaried,Male,Basic,Single,Executive
59,1,9,2,1,5,5,1,1,0,1,17670,Self Enquiry,Small Business,Female,Basic,Married,Executive
45,3,12,2,4,3,7,0,4,1,0,23865,Company Invited,Small Business,Fe Male,Standard,Unmarried,Senior Manager
45,1,26,3,3,3,1,1,3,0,0,28496,Self Enquiry,Small Business,Male,Super Deluxe,Divorced,AVP
32,3,11,2,3,4,2,0,3,1,1,21524,Company Invited,Salaried,Male,Deluxe,Divorced,Manager
47,3,8,3,4,3,2,1,1,0,0,18294,Self Enquiry,Salaried,Female,Basic,Single,Executive
45,3,15,3,3,5,5,1,2,1,0,25761,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
36,1,16,4,5,4,2,0,1,0,2,25218,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
31,1,17,3,3,5,2,1,1,1,1,21833,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
37,1,15,2,3,3,2,1,1,0,1,17326,Company Invited,Small Business,Male,Basic,Married,Executive
34,3,27,3,1,3,2,0,3,0,0,20337,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
28,3,10,4,3,3,3,1,2,1,3,23325,Company Invited,Small Business,Female,Deluxe,Married,Manager
48,3,34,4,2,3,6,1,4,0,2,25075,Company Invited,Salaried,Fe Male,Deluxe,Unmarried,Manager
41,1,9,4,4,3,4,0,1,1,2,20679,Self Enquiry,Small Business,Female,Basic,Married,Executive
31,1,16,4,4,5,3,0,2,0,2,21750,Company Invited,Small Business,Male,Deluxe,Married,Manager
20,1,6,2,4,4,2,0,4,0,1,17836,Self Enquiry,Salaried,Female,Basic,Single,Executive
38,1,12,3,5,3,1,1,1,0,2,20329,Company Invited,Small Business,Female,Deluxe,Married,Manager
29,1,19,4,4,3,3,1,4,1,1,21193,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
34,1,12,3,5,3,6,0,3,1,2,25797,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
34,3,23,3,4,3,3,1,1,0,1,24046,Company Invited,Salaried,Female,Deluxe,Married,Manager
39,3,9,2,3,3,5,1,4,1,1,20238,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
41,3,7,3,6,3,4,1,3,1,1,26135,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
40,1,9,4,4,3,2,0,1,1,3,29616,Company Invited,Large Business,Female,Standard,Single,Senior Manager
58,1,8,2,4,3,1,1,1,1,0,17380,Company Invited,Salaried,Male,Basic,Married,Executive
37,1,6,2,4,3,2,0,5,0,0,20993,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
38,1,6,2,3,5,4,0,1,0,1,17619,Self Enquiry,Salaried,Female,Basic,Single,Executive
34,1,7,4,4,3,3,1,1,1,1,32136,Company Invited,Salaried,Female,Standard,Single,Senior Manager
41,1,31,4,4,3,3,0,3,1,2,21997,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
39,1,9,3,5,3,5,1,5,1,2,26434,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
27,3,7,3,5,5,3,0,3,1,2,22972,Company Invited,Small Business,Male,Deluxe,Unmarried,Manager
45,1,6,3,4,3,4,0,1,1,2,25748,Company Invited,Salaried,Male,Standard,Married,Senior Manager
35,3,10,4,5,3,5,1,3,0,1,26781,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
39,2,9,4,4,4,7,0,3,1,3,21270,Company Invited,Salaried,Male,Basic,Married,Executive
35,1,10,3,4,3,2,0,2,1,1,26434,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
41,3,16,2,5,4,2,0,1,1,0,21151,Company Invited,Small Business,Male,Deluxe,Single,Manager
25,1,24,4,4,4,3,0,2,0,2,20888,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
26,1,22,2,3,4,3,1,2,1,1,17373,Self Enquiry,Small Business,Male,Basic,Married,Executive
43,3,10,2,4,3,4,0,3,1,0,25231,Self Enquiry,Small Business,Fe Male,Standard,Unmarried,Senior Manager
51,1,6,1,4,5,4,0,1,1,0,22484,Company Invited,Small Business,Female,Standard,Unmarried,Senior Manager
24,1,16,3,4,5,3,0,3,1,1,21178,Self Enquiry,Small Business,Male,Basic,Married,Executive
30,1,30,3,3,3,2,0,3,1,2,17693,Self Enquiry,Salaried,Male,Basic,Married,Executive
39,1,22,4,5,3,2,1,5,1,3,30188,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
30,3,9,3,4,3,3,0,1,0,2,23232,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
24,1,13,4,2,5,3,1,3,1,3,20279,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
36,3,19,3,4,3,5,1,3,1,1,23259,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
31,1,6,2,3,4,2,0,3,1,0,17501,Self Enquiry,Small Business,Male,Basic,Single,Executive
39,3,27,2,5,3,7,0,5,0,0,20736,Company Invited,Salaried,Female,Deluxe,Married,Manager
30,3,9,4,5,4,4,0,4,0,2,25322,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
33,3,16,2,3,3,2,0,1,0,0,20487,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
44,3,32,4,5,3,7,0,4,1,2,29476,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
34,1,13,2,3,4,1,0,5,0,0,26994,Self Enquiry,Salaried,Fe Male,Standard,Unmarried,Senior Manager
30,1,7,3,4,3,2,1,3,1,1,23465,Self Enquiry,Small Business,Male,Basic,Married,Executive
57,3,35,2,4,3,4,0,3,1,0,29118,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
23,1,33,3,5,3,3,1,3,0,1,21492,Company Invited,Salaried,Female,Basic,Married,Executive
45,2,7,3,4,3,6,1,3,1,1,21873,Self Enquiry,Salaried,Female,Basic,Married,Executive
55,1,14,4,4,3,6,0,3,1,2,25532,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
34,1,9,3,4,3,2,0,3,1,1,21178,Self Enquiry,Salaried,Male,Basic,Single,Executive
25,1,24,4,5,4,3,0,3,1,2,20805,Self Enquiry,Salaried,Male,Basic,Married,Executive
57,1,31,4,4,3,3,0,3,0,1,21265,Self Enquiry,Salaried,Male,Basic,Single,Executive
42,1,15,3,4,3,1,0,1,1,1,34613,Self Enquiry,Salaried,Male,King,Single,VP
19,1,8,2,4,3,2,0,5,0,0,16102,Self Enquiry,Salaried,Male,Basic,Single,Executive
60,1,21,3,4,3,2,1,5,1,1,29190,Company Invited,Salaried,Female,Standard,Single,Senior Manager
34,3,13,2,3,3,1,1,1,0,1,17308,Self Enquiry,Large Business,Male,Basic,Married,Executive
26,1,26,4,4,3,5,0,5,1,3,22347,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
34,1,26,2,1,3,1,0,1,1,0,17585,Self Enquiry,Large Business,Female,Basic,Divorced,Executive
40,1,29,3,4,5,3,1,5,1,2,29558,Company Invited,Small Business,Female,Standard,Single,Senior Manager
36,1,32,4,5,4,5,0,3,1,2,29581,Self Enquiry,Large Business,Male,Standard,Divorced,Senior Manager
31,1,13,2,4,3,2,0,2,1,1,23943,Company Invited,Salaried,Female,Standard,Divorced,Senior Manager
46,1,6,2,4,5,3,1,2,1,1,25673,Company Invited,Small Business,Male,Standard,Divorced,Senior Manager
41,1,9,3,2,4,3,0,3,0,1,22922,Company Invited,Small Business,Female,Deluxe,Married,Manager
33,1,7,4,4,3,2,0,5,0,1,20992,Company Invited,Salaried,Male,Basic,Married,Executive
44,2,6,2,4,3,5,0,5,1,1,20985,Self Enquiry,Salaried,Female,Deluxe,Single,Manager
43,3,33,4,4,4,7,0,3,1,2,32203,Company Invited,Small Business,Female,Super Deluxe,Married,AVP
32,1,14,3,4,3,3,1,4,1,2,25821,Self Enquiry,Small Business,Fe Male,Standard,Unmarried,Senior Manager
41,1,7,3,4,3,6,0,3,0,2,25191,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
37,1,14,4,4,3,4,0,3,1,3,23356,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
34,3,20,2,3,3,2,1,5,1,1,17579,Self Enquiry,Large Business,Female,Basic,Married,Executive
45,1,26,3,3,3,1,1,3,1,1,28496,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
30,1,7,3,4,3,2,0,1,0,1,20736,Self Enquiry,Large Business,Male,Basic,Single,Executive
34,1,23,2,4,3,1,1,5,1,1,23500,Company Invited,Large Business,Male,Basic,Married,Executive
44,3,34,2,1,3,4,1,2,1,1,28320,Self Enquiry,Small Business,Female,Super Deluxe,Divorced,AVP
31,1,7,3,5,3,3,0,5,1,2,27152,Company Invited,Salaried,Male,Standard,Unmarried,Senior Manager
41,3,26,3,3,4,2,1,4,0,1,18140,Self Enquiry,Small Business,Female,Basic,Single,Executive
35,1,10,2,4,3,2,0,1,1,1,17376,Company Invited,Salaried,Male,Basic,Married,Executive
34,1,13,2,3,3,2,0,1,0,1,17972,Self Enquiry,Small Business,Male,Basic,Single,Executive
22,3,19,3,2,4,3,0,5,0,2,21394,Self Enquiry,Salaried,Female,Basic,Unmarried,Executive
21,1,6,3,5,3,3,0,3,0,1,21711,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
27,2,24,3,4,3,2,1,5,0,2,21419,Company Invited,Salaried,Female,Basic,Married,Executive
44,1,9,2,3,3,5,1,1,0,1,34513,Self Enquiry,Salaried,Male,King,Married,VP
27,3,14,2,3,3,2,0,2,1,0,23726,Company Invited,Salaried,Male,Standard,Unmarried,Senior Manager
57,3,13,3,2,5,2,0,3,1,1,31890,Company Invited,Salaried,Female,Super Deluxe,Married,AVP
21,3,28,3,2,3,3,0,3,0,1,21356,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
33,1,9,3,5,5,6,0,4,0,2,20854,Self Enquiry,Large Business,Male,Deluxe,Single,Manager
38,1,17,4,4,3,8,0,3,1,3,28726,Company Invited,Small Business,Male,Standard,Married,Senior Manager
32,2,9,4,5,5,5,0,3,0,3,25088,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
34,1,8,3,1,3,1,1,1,0,1,17932,Self Enquiry,Small Business,Male,Basic,Married,Executive
50,3,14,2,3,3,4,1,5,0,0,21796,Company Invited,Large Business,Male,Deluxe,Married,Manager
39,1,15,2,3,3,3,0,4,0,1,34431,Company Invited,Salaried,Male,King,Single,VP
49,1,11,3,4,3,3,0,5,1,2,26576,Self Enquiry,Salaried,Male,Standard,Unmarried,Senior Manager
37,3,7,3,4,3,6,0,2,1,2,25331,Company Invited,Small Business,Fe Male,Deluxe,Unmarried,Manager
25,1,9,3,4,3,3,1,3,1,2,22438,Company Invited,Large Business,Female,Basic,Unmarried,Executive
54,1,30,4,4,3,8,0,5,1,2,32953,Self Enquiry,Salaried,Female,Super Deluxe,Single,AVP
28,1,13,3,3,5,4,1,3,0,2,21674,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
32,3,8,3,3,5,2,0,3,0,1,17827,Company Invited,Salaried,Female,Basic,Married,Executive
33,3,9,3,4,4,2,1,1,0,2,22756,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
38,3,16,3,5,4,3,0,4,0,2,22867,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
28,1,10,3,5,3,2,0,1,1,2,20723,Self Enquiry,Small Business,Male,Basic,Single,Executive
59,1,24,3,3,3,7,0,3,1,1,25512,Self Enquiry,Small Business,Male,Standard,Unmarried,Senior Manager
52,1,15,3,5,4,7,0,3,1,2,31168,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
27,1,9,2,4,3,1,0,2,0,0,17045,Self Enquiry,Small Business,Male,Basic,Single,Executive
32,1,11,4,2,3,2,0,5,1,3,22656,Self Enquiry,Small Business,Female,Basic,Married,Executive
18,3,11,3,3,4,2,1,4,1,0,16878,Company Invited,Small Business,Male,Basic,Single,Executive
32,1,14,3,1,3,6,0,3,1,2,20175,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
34,1,21,3,3,5,1,0,4,1,2,32007,Company Invited,Small Business,Male,Super Deluxe,Married,AVP
54,3,9,4,5,3,4,0,3,0,1,34105,Self Enquiry,Salaried,Female,Super Deluxe,Married,AVP
55,1,8,2,4,5,1,0,3,1,1,31756,Company Invited,Small Business,Male,Super Deluxe,Single,AVP
30,1,24,3,3,3,2,0,2,1,0,17632,Self Enquiry,Salaried,Female,Basic,Single,Executive
29,1,6,3,5,3,2,0,2,1,0,17720,Company Invited,Salaried,Male,Basic,Married,Executive
37,1,17,3,4,5,2,1,5,1,2,26999,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
29,1,29,2,1,3,2,0,1,1,1,17700,Self Enquiry,Salaried,Male,Basic,Married,Executive
25,2,29,3,6,3,3,0,1,0,2,20233,Self Enquiry,Salaried,Male,Basic,Married,Executive
40,1,9,3,4,3,2,0,3,1,1,30847,Company Invited,Salaried,Male,Super Deluxe,Married,AVP
24,3,8,3,4,4,3,1,5,1,2,19901,Company Invited,Salaried,Female,Basic,Single,Executive
34,1,13,3,5,3,2,1,5,1,1,21074,Company Invited,Salaried,Male,Deluxe,Single,Manager
46,1,35,4,4,3,6,0,3,1,3,20810,Self Enquiry,Large Business,Male,Basic,Married,Executive
53,1,10,3,5,3,4,1,1,1,1,26647,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
32,1,19,4,4,3,2,1,4,1,3,22607,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
42,1,8,2,3,3,1,1,4,0,1,32861,Company Invited,Salaried,Male,Super Deluxe,Divorced,AVP
33,1,10,4,4,5,3,0,2,1,2,25403,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
47,2,12,4,4,4,2,1,5,1,3,23699,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
32,3,27,4,6,3,5,1,3,0,3,23237,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
32,1,10,3,4,3,2,0,4,1,1,21162,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
34,1,25,3,3,3,1,0,3,0,2,17661,Self Enquiry,Small Business,Male,Basic,Married,Executive
35,3,15,4,4,5,7,0,2,1,1,25178,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
42,2,8,2,3,3,1,1,4,1,0,17696,Self Enquiry,Large Business,Male,Basic,Married,Executive
27,1,8,2,3,4,2,0,4,1,1,17226,Self Enquiry,Large Business,Male,Basic,Married,Executive
48,1,6,3,4,3,1,1,5,0,0,20381,Self Enquiry,Salaried,Male,Standard,Single,Senior Manager
21,3,6,3,4,4,2,1,5,1,2,17174,Company Invited,Large Business,Female,Basic,Single,Executive
32,1,19,3,4,3,2,1,4,1,1,24533,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
41,3,17,4,5,4,4,0,4,0,1,28383,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
24,1,7,3,4,3,3,0,4,0,2,19901,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
35,1,15,4,4,3,5,0,4,0,2,24820,Self Enquiry,Small Business,Fe Male,Deluxe,Unmarried,Manager
50,1,34,3,1,3,2,1,1,0,1,18221,Self Enquiry,Small Business,Male,Basic,Married,Executive
24,1,17,4,3,3,3,0,2,1,2,22183,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
20,1,32,3,2,3,3,1,5,1,1,21672,Self Enquiry,Salaried,Female,Basic,Unmarried,Executive
24,1,33,3,4,3,3,0,1,0,2,21582,Self Enquiry,Salaried,Male,Basic,Married,Executive
33,1,6,3,4,5,4,1,4,1,1,17799,Self Enquiry,Salaried,Male,Basic,Single,Executive
29,1,14,2,5,5,4,0,1,0,0,24715,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
29,1,9,3,6,3,7,1,3,1,1,22142,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
31,3,8,2,3,5,1,0,1,0,0,20332,Company Invited,Salaried,Male,Deluxe,Single,Manager
35,1,33,2,4,5,2,0,4,1,1,17559,Self Enquiry,Small Business,Female,Basic,Single,Executive
55,1,15,3,4,3,2,0,2,1,1,22458,Self Enquiry,Salaried,Female,Deluxe,Unmarried,Manager
42,1,8,2,3,5,1,0,3,1,0,32665,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
40,3,8,3,3,3,1,0,3,0,0,33041,Self Enquiry,Salaried,Female,King,Divorced,VP
41,1,16,3,4,3,5,0,3,1,1,22653,Company Invited,Salaried,Male,Deluxe,Married,Manager
31,1,17,4,4,3,2,0,4,0,1,28345,Self Enquiry,Small Business,Fe Male,Standard,Unmarried,Senior Manager
53,3,14,3,3,3,6,0,3,0,2,26836,Self Enquiry,Small Business,Male,Super Deluxe,Divorced,AVP
